BR,"Rakdos the Defiler",246
U,"Thryx, the Sudden Storm",246
WU,"Akroma, Vision of Ixidor",245
W,"Celestial Kirin",244
RW,"Karlach, Fury of Avernus",243
WU,"Tura Kennerüd, Skyknight",242
WU,"Lavinia of the Tenth",242
R,"Anax, Hardened in the Forge",241
WB,"Aron, Benalia's Ruin",241
UBR,"Dargo, the Shipwrecker",240
W,"Bill the Pony",239
BRG,"Darigaaz Reincarnated",239
BG,"Kodama of the East Tree",239
UB,"Zellix, Sanity Flayer",239
B,"Ob Nixilis, the Fallen",237
B,"Forge, Neverwinter Charlatan",237
R,"Márton Stromgald",237
WBG,"Daghatar the Adamant",235
BR,"Falthis, Shadowcat Familiar",235
RWB,"Bruse Tarl, Boorish Herder",234
RW,"Tajic, Legion's Edge",234
WU,"Faramir, Prince of Ithilien",234
UR,"Captain Vargus Wrath",233
U,"Ormos, Archive Keeper",233
GU,"Arwen Undómiel",233
G,"Rishkar, Peema Renegade",233
RW,"Théoden, King of Rohan",232
R,"Atsushi, the Blazing Sky",231
URW,"The Tenth Doctor",230
GW,"Arwen, Mortal Queen",229
GW,"Aragorn and Arwen, Wed",229
B,"Aphemia, the Cacophony",229
GW,"Kaheera, the Orphanguard",229
BRG,"Vaevictis Asmadi",228
W,"Mageta the Lion",228
RW,"Aurelia, Exemplar of Justice",228
UB,"Nebuchadnezzar",228
B,"Anowon, the Ruin Sage",228
G,"Kamahl, Heart of Krosa",228
BRG,"Reyhan, Last of the Abzan",227
R,"Fumiko the Lowblood",227
RWB,"Akiri, Line-Slinger",227
RG,"Karlach, Fury of Avernus",227
BGU,"Ikra Shidiqi, the Usurper",224
GU,"Kodama of the East Tree",223
G,"Arasta of the Endless Web",222
UBRG,"Ikra Shidiqi, the Usurper",222
GU,"Ambassador Blorpityblorpboop",221
B,"Erebos, Bleak-Hearted",221
GWU,"Treva, the Renewer",220
UBR,"Krark, the Thumbless",219
U,"Keiga, the Tide Star",219
BR,"Kazarov, Sengir Pureblood",217
BRG,"Adun Oakenshield",217
WB,"Moira and Teshar",216
GWUB,"Sidar Kondo of Jamuraa",216
UR,"Bilbo, Retired Burglar",216
BR,"Ganax, Astral Hunter",215
G,"Hua Tuo, Honored Physician",214
R,"Kari Zev, Skyship Raider",214
W,"Nils, Discipline Enforcer",213
URW,"Ishai, Ojutai Dragonspeaker",212
R,"Kumano, Master Yamabushi",212
UB,"Volo, Itinerant Scholar",212
W,"Lita, Mechanical Engineer",211
RW,"Tori D'Avenant, Fury Rider",211
R,"Slobad, Goblin Tinkerer",211
BR,"Malfegor",210
BG,"Nadier, Agent of the Duskenel",209
R,"Adamaro, First to Desire",209
BRGW,"Bruse Tarl, Boorish Herder",209
RW,"Baird, Argivian Recruiter",208
GW,"Farmer Cotton",207
G,"Sekki, Seasons' Guide",207
UBR,"Davros, Dalek Creator",207
B,"Henrika Domnathi",206
BR,"Karlach, Fury of Avernus",206
GW,"Trostani Discordant",205
WB,"Arvad the Cursed",205
R,"Starke of Rath",204
GWU,"Galadriel, Light of Valinor",204
UB,"Zellix, Sanity Flayer",203
R,"Maraxus of Keld",202
BGU,"Reyhan, Last of the Abzan",202
U,"Ixidor, Reality Sculptor",201
RW,"Basandra, Battle Seraph",201
WU,"Claire D'Loon, Joy Sculptor",200
RGWU,"Bjorna, Nightfall Alchemist",200
WU,"Glacian, Powerstone Engineer",200
BR,"Baeloth Barrityl, Entertainer",200
U,"Hurkyl, Master Wizard",199
BGU,"Thrasios, Triton Hero",199
UR,"Vhal, Candlekeep Researcher",199
W,"Takeno, Samurai General",198
BG,"Storrev, Devkarin Lich",197
WBG,"Akroma, Vision of Ixidor",197
BG,"Shadowheart, Dark Justiciar",197
G,"Arwen, Weaver of Hope",197
UB,"Zareth San, the Trickster",196
WUB,"Esior, Wardwing Familiar",196
RWB,"Oros, the Avenger",196
R,"Jeska, Thrice Reborn",195
WU,"Shabraz, the Skyshark",193
G,"Nylea, God of the Hunt",193
B,"Drana, the Last Bloodchief",192
RGW,"Bruse Tarl, Boorish Herder",192
U,"Slinn Voda, the Rising Deep",191
BR,"Falthis, Shadowcat Familiar",191
B,"God-Eternal Bontu",191
U,"Taniwha",190
RWB,"Akiri, Line-Slinger",190
RGW,"Palladia-Mors, the Ruiner",189
GW,"Lulu, Loyal Hollyphant",189
W,"Oketra the True",188
UR,"Kraum, Ludevic's Opus",188
UBR,"Gwendlyn Di Corci",187
RGW,"Johan",187
WUBR,"Bruse Tarl, Boorish Herder",187
U,"Iymrith, Desert Doom",186
RWB,"Ardenn, Intrepid Archaeologist",186
W,"Lae'zel, Vlaakith's Champion",186
UR,"Gale, Waterdeep Prodigy",186
R,"Drakuseth, Maw of Flames",185
UB,"Szadek, Lord of Secrets",185
RG,"Hansk, Slayer Zealot",185
U,"Hakim, Loreweaver",185
B,"Haakon, Stromgald Scourge",184
G,"Wilson, Refined Grizzly",184
RG,"Jaheira, Friend of the Forest",184
GWU,"Ardenn, Intrepid Archaeologist",183
BR,"Dargo, the Shipwrecker",182
WUB,"Ravos, Soultender",182
RG,"Tuya Bearclaw",181
R,"Ben-Ben, Akki Hermit",181
B,"Ink-Eyes, Servant of Oni",181
UB,"Burakos, Party Leader",180
WU,"Ojutai, Soul of Winter",180
BR,"Sauron, the Lidless Eye",179
UBR,"Missy",179
B,"Ebondeath, Dracolich",178
BG,"Rhys the Exiled",177
WU,"Zellix, Sanity Flayer",177
B,"Maga, Traitor to Mortals",177
R,"Heiko Yamazaki, the General",177
WU,"Rasaad yn Bashir",177
BRG,"Reyhan, Last of the Abzan",176
G,"Melira, Sylvok Outcast",176
B,"Shadowheart, Dark Justiciar",176
GU,"Zegana, Utopian Speaker",175
RGW,"Bruse Tarl, Boorish Herder",175
B,"Kinzu of the Bleak Coven",175
WBG,"Reyhan, Last of the Abzan",173
WUB,"Chromium",173
B,"Egon, God of Death",173
WB,"Shaile, Dean of Radiance",173
RW,"Éomer, King of Rohan",173
G,"Nemata, Grove Guardian",172
U,"Rayne, Academy Chancellor",172
B,"Bontu the Glorified",172
RGW,"Elmar, Ulvenwald Informant",172
W,"Kataki, War's Wage",170
WB,"Lulu, Loyal Hollyphant",170
GW,"Tolsimir Wolfblood",170
WUB,"Silas Renn, Seeker Adept",169
GW,"Danitha, New Benalia's Light",169
BG,"Anara, Wolvid Familiar",169
R,"Gadrak, the Crown-Scourge",169
RGW,"Tana, the Bloodsower",168
BG,"Iname as One",168
GWU,"Livio, Oathsworn Sentinel",167
RG,"Jeska, Thrice Reborn",167
R,"Mannichi, the Fevered Dream",167
U,"Gandalf, Friend of the Shire",167
BGU,"Kodama of the East Tree",167
UB,"Gríma, Saruman's Footman",167
R,"Nogi, Draco-Zealot",167
U,"Malcolm, Keen-Eyed Navigator",166
UB,"Ramses Overdark",166
U,"Meloku the Clouded Mirror",166
W,"Frodo, Determined Hero",165
BR,"Baeloth Barrityl, Entertainer",165
B,"Xiahou Dun, the One-Eyed",164
URW,"Hargilde, Kindly Runechanter",164
B,"Razaketh, the Foulblooded",164
W,"Kentaro, the Smiling Cat",164
BR,"Kolaghan, the Storm's Fury",163
U,"Tromokratis",163
BR,"Jeska, Thrice Reborn",163
WB,"Falthis, Shadowcat Familiar",162
UR,"Malcolm, Keen-Eyed Navigator",161
WB,"Armix, Filigree Thrasher",161
U,"Kira, Great Glass-Spinner",161
WBG,"Keleth, Sunmane Familiar",160
BRG,"Ikra Shidiqi, the Usurper",160
RGW,"Akroma, Vision of Ixidor",160
BRG,"Ikra Shidiqi, the Usurper",159
GU,"Wilson, Refined Grizzly",159
W,"Thalia, Heretic Cathar",158
U,"Eligeth, Crossroads Augur",157
W,"Loran of the Third Path",157
UR,"Sakashima of a Thousand Faces",157
UB,"Kotose, the Silent Spider",156
W,"Greymond, Avacyn's Stalwart",155
GU,"Eligeth, Crossroads Augur",155
G,"Peregrin Took",155
WU,"Dorothea, Vengeful Victim",155
RWB,"Tymna the Weaver",154
WB,"Naomi, Pillar of Order",154
GW,"Kodama of the East Tree",153
WB,"Ghost Council of Orzhova",152
U,"Barrin, Master Wizard",152
RW,"Ardenn, Intrepid Archaeologist",152
W,"Mangara of Corondor",151
GUR,"Me, the Immortal",151
B,"Miara, Thorn of the Glade",151
WUBR,"Kraum, Ludevic's Opus",151
U,"Vendilion Clique",150
B,"Lord Skitter, Sewer King",150
WU,"Volo, Itinerant Scholar",150
RW,"Anya, Merciless Angel",149
UR,"Niv-Mizzet, Dracogenius",149
BG,"Kamahl, Heart of Krosa",149
WB,"Sarevok, Deathbringer",148
B,"Armix, Filigree Thrasher",148
BRG,"Falthis, Shadowcat Familiar",148
UR,"Glacian, Powerstone Engineer",147
U,"Syr Elenora, the Discerning",147
UBRG,"Silas Renn, Seeker Adept",147
B,"Josu Vess, Lich Knight",147
RG,"Wilson, Refined Grizzly",147
R,"Dong Zhou, the Tyrant",146
B,"Kaervek, the Spiteful",146
BR,"Ganax, Astral Hunter",146
WU,"Gwaihir the Windlord",146
U,"Barrin, Tolarian Archmage",145
B,"Gollum, Scheming Guide",145
BR,"Mauhúr, Uruk-hai Captain",145
B,"Sivriss, Nightmare Speaker",145
BR,"Karlach, Fury of Avernus",145
BRGW,"Sidar Kondo of Jamuraa",144
B,"Lim-Dûl the Necromancer",144
U,"Vhal, Candlekeep Researcher",144
R,"Skyfire Kirin",144
UB,"Ukkima, Stalking Shadow",144
BRG,"Darigaaz, the Igniter",143
RW,"Akiri, Line-Slinger",143
GU,"Kianne, Dean of Substance",143
URW,"Akiri, Line-Slinger",142
W,"Lulu, Loyal Hollyphant",142
U,"Myojin of Cryptic Dreams",142
W,"Ardenn, Intrepid Archaeologist",142
UR,"Livaan, Cultist of Tiamat",142
R,"Rakka Mar",141
BGU,"Brinelin, the Moon Kraken",141
W,"Crovax, Ascendant Hero",140
U,"Uyo, Silent Prophet",140
W,"Konda, Lord of Eiganjo",140
UR,"Wyll, Blade of Frontiers",140
BR,"Dargo, the Shipwrecker",139
WUBR,"Ludevic, Necro-Alchemist",139
GW,"Gabriel Angelfire",138
U,"Simon, Wild Magic Sorcerer",138
GUR,"Kydele, Chosen of Kruphix",138
R,"Akroma, Angel of Fury",138
WU,"Esior, Wardwing Familiar",137
G,"Verdeloth the Ancient",137
B,"Tevesh Szat, Doom of Fools",137
BR,"Orca, Siege Demon",136
BG,"Ich-Tekik, Salvage Splicer",136
U,"Llawan, Cephalid Empress",136
RG,"Alena, Kessig Trapper",135
B,"Sarevok, Deathbringer",135
U,"Stitcher Geralf",135
BR,"Vial Smasher the Fierce",133
GWU,"Arcades Sabboth",133
BG,"Kodama of the East Tree",133
G,"Anthousa, Setessan Hero",132
GW,"Halsin, Emerald Archdruid",132
RW,"Éowyn, Fearless Knight",132
U,"Lu Xun, Scholar General",131
GU,"Keruga, the Macrosage",131
WU,"Alora, Merry Thief",131
GW,"Wilson, Refined Grizzly",130
G,"Masumaro, First to Live",130
GU,"Kamahl, Heart of Krosa",130
BR,"Baeloth Barrityl, Entertainer",130
W,"Masako the Humorless",129
UR,"Wyll, Blade of Frontiers",129
UBR,"Ludevic, Necro-Alchemist",128
GU,"Erestor of the Council",128
GW,"Anara, Wolvid Familiar",128
UR,"Jeska, Thrice Reborn",127
G,"Isao, Enlightened Bushi",127
WUB,"Ishai, Ojutai Dragonspeaker",126
UB,"Malcolm, Keen-Eyed Navigator",126
URW,"Ardenn, Intrepid Archaeologist",126
RGW,"Jacques le Vert",126
WU,"Vhal, Candlekeep Researcher",126
BG,"Kamahl, Heart of Krosa",125
G,"Glissa Sunseeker",125
BGU,"Miara, Thorn of the Glade",125
GU,"Gale, Waterdeep Prodigy",125
U,"Ambassador Laquatus",124
GW,"Krond the Dawn-Clad",124
BRG,"Miara, Thorn of the Glade",124
UBR,"Jeska, Thrice Reborn",124
W,"Sanwell, Avenger Ace",123
URW,"Bjorna, Nightfall Alchemist",122
URW,"Bjorna, Nightfall Alchemist",122
UR,"Esior, Wardwing Familiar",122
WU,"Imoen, Mystic Trickster",122
BRGW,"Akiri, Line-Slinger",122
G,"Kolvori, God of Kinship",122
R,"Feldon, Ronom Excavator",121
GW,"Emmara Tandris",120
RG,"Borborygmos",120
BR,"Karlach, Fury of Avernus",120
U,"Bill Ferny, Bree Swindler",120
WUBRG,"Vorthos, Steward of Myth",120
GW,"Melira, the Living Cure",119
W,"Akroma, Angel of Wrath",119
G,"Old One Eye",119
R,"Krark, the Thumbless",119
GU,"Volo, Itinerant Scholar",119
WU,"Lulu, Loyal Hollyphant",119
RG,"Alena, Kessig Trapper",118
G,"Dosan the Falling Leaf",118
B,"Mirri the Cursed",118
RW,"Karlach, Fury of Avernus",118
R,"Brothers Yamazaki",117
W,"Jazal Goldmane",117
G,"Dwynen, Gilt-Leaf Daen",117
U,"Reveka, Wizard Savant",116
B,"Vogar, Necropolis Tyrant",116
GW,"Jaheira, Friend of the Forest",116
B,"Nadier, Agent of the Duskenel",115
G,"Syr Faren, the Hengehammer",115
G,"Gilanra, Caller of Wirewood",114
WBG,"Sidar Kondo of Jamuraa",114
B,"Patron of the Nezumi",114
G,"Molimo, Maro-Sorcerer",114
U,"Tomorrow, Azami's Familiar",114
W,"Mavren Fein, Dusk Apostle",114
R,"Ganax, Astral Hunter",113
WB,"Tevesh Szat, Doom of Fools",112
R,"Rograkh, Son of Rohgahh",112
BG,"Wilson, Refined Grizzly",112
W,"Reya Dawnbringer",112
B,"Ihsan's Shade",112
UBR,"Tetsuo Umezawa",112
WBG,"Sidar Kondo of Jamuraa",112
RW,"Arcee, Sharpshooter",111
UB,"Wydwen, the Biting Gale",111
GU,"Zellix, Sanity Flayer",111
RW,"Lulu, Loyal Hollyphant",110
WBG,"Kamahl, Heart of Krosa",110
GWU,"Sakashima of a Thousand Faces",110
RWB,"Alena, Kessig Trapper",110
BR,"Monoxa, Midway Manager",110
WU,"Faramir, Steward of Gondor",110
UBRG,"Kraum, Ludevic's Opus",110
B,"Kothophed, Soul Hoarder",109
UR,"Kraum, Ludevic's Opus",109
WU,"Niambi, Faithful Healer",109
RW,"Alena, Kessig Trapper",109
U,"Kopala, Warden of Waves",109
RG,"Hajar, Loyal Bodyguard",109
B,"Blitzwing, Cruel Tormentor",109
B,"Infernal Kirin",108
R,"Gimli of the Glittering Caves",108
G,"Kodama of the Center Tree",107
BRG,"Reyhan, Last of the Abzan",107
RG,"Ulrich of the Krallenhorde",107
G,"Bounteous Kirin",107
URW,"The Face of Boe",107
BG,"Falthis, Shadowcat Familiar",106
RGW,"Palladia-Mors",106
W,"Jareth, Leonine Titan",106
GW,"Lulu, Loyal Hollyphant",106
WBG,"Ikra Shidiqi, the Usurper",104
UR,"Ian Malcolm, Chaotician",104
W,"Commander Eesha",104
RW,"Munda, Ambush Leader",103
B,"Kuon, Ogre Ascendant",103
B,"Keskit, the Flesh Sculptor",103
GU,"Brinelin, the Moon Kraken",103
RGWU,"Akiri, Line-Slinger",103
R,"Arni Metalbrow",102
BGU,"Ikra Shidiqi, the Usurper",102
WB,"Ravos, Soultender",102
B,"Tormod, the Desecrator",101
G,"God-Eternal Rhonas",101
W,"Oyobi, Who Split the Heavens",101
RW,"Abdel Adrian, Gorion's Ward",101
G,"Shizuko, Caller of Autumn",101
WB,"Prava of the Steel Legion",101
U,"Jetfire, Ingenious Scientist",101
RGW,"Anara, Wolvid Familiar",101
W,"Ardenn, Intrepid Archaeologist",100
RG,"Dragonlord Atarka",100
GU,"Troyan, Gutsy Explorer",100
RGW,"Prava of the Steel Legion",100
U,"Sakashima of a Thousand Faces",100
U,"Venser, Shaper Savant",99
WB,"Wernog, Rider's Chaplain",99
GWU,"Prava of the Steel Legion",99
BG,"Durnan of the Yawning Portal",99
B,"Gollum, Patient Plotter",99
G,"Baru, Fist of Krosa",98
RW,"Ganax, Astral Hunter",98
B,"Sarevok, Deathbringer",98
W,"Kongming, "Sleeping Dragon"",98
BR,"Uglúk of the White Hand",98
RG,"Wyll, Blade of Frontiers",98
RWB,"Vial Smasher the Fierce",97
G,"Sakiko, Mother of Summer",97
GU,"Thrasios, Triton Hero",97
GW,"Chorus of the Conclave",96
W,"Sensei Golden-Tail",96
B,"Tymaret, Chosen from Death",96
W,"Atalya, Samite Master",96
B,"Lobelia, Defender of Bag End",96
W,"Baird, Steward of Argive",95
UR,"Gale, Waterdeep Prodigy",95
UB,"Armix, Filigree Thrasher",95
W,"Ellyn Harbreeze, Busybody",95
R,"Captain Lannery Storm",95
WB,"Armix, Filigree Thrasher",95
R,"Karlach, Fury of Avernus",95
W,"Abdel Adrian, Gorion's Ward",94
G,"Jedit Ojanen of Efrava",94
BRG,"Jeska, Thrice Reborn",94
W,"Kiyomaro, First to Stand",94
UB,"Burakos, Party Leader",94
G,"Wilson, Refined Grizzly",93
U,"Lorthos, the Tidemaker",93
R,"Homura, Human Ascendant",93
G,"Ghalta, Stampede Tyrant",93
BR,"Armix, Filigree Thrasher",93
W,"Cho-Manno, Revolutionary",93
UR,"Rograkh, Son of Rohgahh",92
GU,"Legolas, Counter of Kills",91
RW,"The War Doctor",91
GW,"Frodo Baggins",91
BRG,"Ikra Shidiqi, the Usurper",91
RW,"Akiri, Line-Slinger",91
WU,"Sharae of Numbing Depths",91
URW,"Bruse Tarl, Boorish Herder",91
GW,"Kamahl, Heart of Krosa",90
BR,"Tsabo Tavoc",90
UBR,"Garza Zol, Plague Queen",90
G,"Jaheira, Friend of the Forest",90
GUR,"Kydele, Chosen of Kruphix",90
WUB,"Lady Evangela",90
B,"Vraan, Executioner Thane",90
GWU,"Ishai, Ojutai Dragonspeaker",90
W,"Yomiji, Who Bars the Way",90
BG,"Shadowheart, Dark Justiciar",90
GUR,"Kydele, Chosen of Kruphix",89
UR,"Wyll, Blade of Frontiers",89
GW,"Anara, Wolvid Familiar",88
GU,"It Came from Planet Glurg",88
W,"Zuberi, Golden Feather",88
W,"Reidane, God of the Worthy",88
WB,"Ardenn, Intrepid Archaeologist",88
W,"Akroma, Vision of Ixidor",88
WU,"Esior, Wardwing Familiar",88
GU,"Wilson, Refined Grizzly",87
G,"Silvos, Rogue Elemental",87
W,"Taranika, Akroan Veteran",87
URW,"Ishai, Ojutai Dragonspeaker",87
WU,"Lae'zel, Vlaakith's Champion",87
GW,"Aragorn, Company Leader",86
RGW,"Othelm, Sigardian Outcast",86
UR,"Ganax, Astral Hunter",86
B,"Moira, Urborg Haunt",85
B,"Greel, Mind Raker",85
GUR,"Kraum, Ludevic's Opus",85
RW,"Ash, Party Crasher",84
W,"Rosie Cotton of South Lane",84
B,"Ascendant Evincar",84
B,"Kiku, Night's Flower",84
URW,"Bruse Tarl, Boorish Herder",84
R,"Squee, Dubious Monarch",84
GUR,"Kodama of the East Tree",84
UB,"Keskit, the Flesh Sculptor",83
W,"Solaflora, Intergalactic Icon",83
G,"Iwamori of the Open Fist",83
G,"Kaysa",83
GU,"Sakashima of a Thousand Faces",83
GW,"Akroma, Vision of Ixidor",83
GU,"Sakashima of a Thousand Faces",83
BR,"Tevesh Szat, Doom of Fools",83
RG,"Karlach, Fury of Avernus",83
RWB,"Akiri, Line-Slinger",83
U,"Inga Rune-Eyes",83
RGW,"Elmar, Ulvenwald Informant",83
URW,"Akiri, Line-Slinger",82
RWB,"Krark, the Thumbless",82
R,"Brallin, Skyshark Rider",82
R,"Zurgo Bellstriker",82
WB,"Akroma, Vision of Ixidor",82
BR,"Falthis, Shadowcat Familiar",82
R,"Arni Brokenbrow",82
R,"Kamahl, Pit Fighter",82
U,"Toothy, Imaginary Friend",82
W,"Prowl, Stoic Strategist",81
WB,"Shadowheart, Dark Justiciar",81
RG,"Kamahl, Heart of Krosa",81
WU,"Radiant, Serra Archangel",81
B,"Ashling, the Extinguisher",81
WB,"Neva, Stalked by Nightmares",81
WU,"Tobias, Doomed Conqueror",81
WU,"Ayesha Tanaka",80
U,"Alirios, Enraptured",80
GW,"Durnan of the Yawning Portal",80
GUR,"Alena, Kessig Trapper",80
R,"Glóin, Dwarf Emissary",80
B,"Kagemaro, First to Suffer",79
RW,"Bruse Tarl, Boorish Herder",79
G,"Mirri, Cat Warrior",79
R,"Krark, the Thumbless",79
B,"Urgoros, the Empty One",79
GU,"Jaheira, Friend of the Forest",79
RGWU,"Bruse Tarl, Boorish Herder",79
BRG,"Keskit, the Flesh Sculptor",78
B,"He Who Hungers",78
RG,"Skanos Dragonheart",78
R,"Squee, Goblin Nabob",78
WUB,"Ghost of Ramirez DePietro",78
WB,"Ardenn, Intrepid Archaeologist",77
GWU,"Ragnar",77
URW,"Ishai, Ojutai Dragonspeaker",77
U,"Ertai, Wizard Adept",77
G,"Halana, Kessig Ranger",76
WB,"Denethor, Ruling Steward",76
URW,"Akroma, Vision of Ixidor",76
W,"Linvala, Keeper of Silence",76
W,"General Jarkeld",76
B,"Nefarox, Overlord of Grixis",76
R,"Dargo, the Shipwrecker",76
UR,"Wyll, Blade of Frontiers",76
BGU,"Reyhan, Last of the Abzan",76
WB,"Lae'zel, Vlaakith's Champion",76
W,"Radiant, Archangel",75
RG,"Jeska, Thrice Reborn",75
URW,"Kraum, Ludevic's Opus",75
W,"Gandalf, White Rider",75
B,"Shauku, Endbringer",75
RGW,"Keleth, Sunmane Familiar",75
B,"Spirit of the Night",75
UB,"Sarevok, Deathbringer",74
RW,"Karlach, Fury of Avernus",74
GUR,"Alena, Kessig Trapper",74
RGW,"Sidar Kondo of Jamuraa",74
G,"Kodama of the South Tree",74
R,"Joven",74
UBR,"Ashad, the Lone Cyberman",74
URW,"Akiri, Line-Slinger",74
GU,"Durnan of the Yawning Portal",74
W,"Yoshimaru, Ever Faithful",74
RW,"Kediss, Emberclaw Familiar",73
UR,"Jeska, Thrice Reborn",73
G,"Kurbis, Harvest Celebrant",73
RWB,"Ravos, Soultender",73
RW,"Akiri, Line-Slinger",72
RW,"Bruse Tarl, Boorish Herder",72
RWB,"Akiri, Line-Slinger",72
U,"Ioreth of the Healing House",72
UR,"Esior, Wardwing Familiar",71
W,"Abdel Adrian, Gorion's Ward",71
G,"Kodama of the East Tree",71
GWU,"Anara, Wolvid Familiar",71
GW,"Ellyn Harbreeze, Busybody",71
RW,"Amber Gristle O'Maul",71
W,"Gerrard Capashen",71
UR,"Eligeth, Crossroads Augur",70
R,"Karlach, Fury of Avernus",70
U,"Cloudhoof Kirin",70
R,"Ardoz, Cobbler of War",70
B,"Kuro, Pitlord",70
WU,"Prince Imrahil the Fair",70
BRG,"Ikra Shidiqi, the Usurper",70
RG,"Krark, the Thumbless",70
UB,"Vhal, Candlekeep Researcher",69
B,"Cao Cao, Lord of Wei",69
GW,"Abdel Adrian, Gorion's Ward",69
RG,"Gut, True Soul Zealot",69
RGWU,"Kraum, Ludevic's Opus",69
U,"Imoen, Mystic Trickster",69
BR,"Kediss, Emberclaw Familiar",69
BRG,"Dargo, the Shipwrecker",68
BR,"Baeloth Barrityl, Entertainer",68
WUB,"Ravos, Soultender",68
GW,"Rasaad yn Bashir",67
URW,"The Eleventh Doctor",67
R,"Gimli, Counter of Kills",67
R,"Mishra, Excavation Prodigy",67
BGU,"Nadier, Agent of the Duskenel",67
B,"Tetzimoc, Primal Death",67
RG,"Anara, Wolvid Familiar",67
RWB,"Ravos, Soultender",66
RW,"Merry, Esquire of Rohan",66
GUR,"Gilanra, Caller of Wirewood",66
BR,"Gut, True Soul Zealot",66
UBR,"Esior, Wardwing Familiar",65
UB,"Sivriss, Nightmare Speaker",65
RG,"Erinis, Gloom Stalker",65
UR,"Johann, Apprentice Sorcerer",65
B,"Geth, Thane of Contracts",65
BG,"Kamahl, Heart of Krosa",65
B,"Tevesh Szat, Doom of Fools",65
RG,"Stangg",65
GWU,"Hargilde, Kindly Runechanter",65
G,"Surrak, the Hunt Caller",65
RWB,"Bruse Tarl, Boorish Herder",65
U,"Higure, the Still Wind",64
UR,"Wyll, Blade of Frontiers",64
UR,"The Ninth Doctor",64
UBR,"Bjorna, Nightfall Alchemist",64
WB,"Akroma, Vision of Ixidor",64
R,"Baeloth Barrityl, Entertainer",64
UB,"Ramirez DePietro",64
GW,"Arahbo, Roar of the World",64
W,"Tomik, Distinguished Advokist",64
GU,"Ich-Tekik, Salvage Splicer",64
WUB,"Halfdane",64
RG,"Kogla and Yidaro",63
RW,"Agrus Kos, Wojek Veteran",63
B,"Isareth the Awakener",63
UR,"The Tenth Doctor",63
RWB,"Akiri, Line-Slinger",63
BGU,"Silas Renn, Seeker Adept",63
WB,"Shadowheart, Dark Justiciar",63
RGW,"Krark, the Thumbless",63
WU,"Lulu, Loyal Hollyphant",63
WB,"Tymna the Weaver",62
WBG,"Ardenn, Intrepid Archaeologist",62
RG,"Dargo, the Shipwrecker",62
U,"Heidar, Rimewind Master",62
RW,"Akiri, Line-Slinger",62
R,"Shimatsu the Bloodcloaked",61
U,"Eligeth, Crossroads Augur",61
GU,"Gale, Waterdeep Prodigy",61
RGW,"Jeska, Thrice Reborn",61
UR,"Karlach, Fury of Avernus",61
RWB,"Kediss, Emberclaw Familiar",61
BGU,"Kydele, Chosen of Kruphix",61
UBRG,"Ludevic, Necro-Alchemist",61
RG,"Ruby, Daring Tracker",61
BRG,"Sengir, the Dark Baron",61
UB,"Silas Renn, Seeker Adept",61
W,"Tivadar of Thorn",61
R,"Yidaro, Wandering Monster",61
W,"Yosei, the Morning Star",61
UR,"Kediss, Emberclaw Familiar",60
RWB,"Bruse Tarl, Boorish Herder",60
W,"Lena, Selfless Champion",60
WU,"Renari, Merchant of Marvels",60
WU,"Gregor, Shrewd Magistrate",60
RW,"Karlach, Fury of Avernus",60
WU,"Gale, Waterdeep Prodigy",60
GU,"Eligeth, Crossroads Augur",59
GW,"Othelm, Sigardian Outcast",59
RW,"Ardenn, Intrepid Archaeologist",59
WB,""Brims" Barone, Midway Mobster",59
B,"Shelob, Dread Weaver",59
B,"Viconia, Drow Apostate",59
UB,"Truss, Chief Engineer",59
GUR,"The Thirteenth Doctor",59
G,"Ayumi, the Last Visitor",59
UR,"Vhal, Candlekeep Researcher",58
RW,"Sophina, Spearsage Deserter",58
BG,"Reyhan, Last of the Abzan",58
UR,"Alora, Merry Thief",58
UB,"Alora, Merry Thief",58
R,"Rhuk, Hexgold Nabber",58
R,"Balthor the Stout",58
W,"Icingdeath, Frost Tyrant",58
GU,"Erinis, Gloom Stalker",58
GUR,"Ludevic, Necro-Alchemist",58
W,"Raksha Golden Cub",58
R,"Chandler",58
BG,"Old Man Willow",57
WU,"Volo, Itinerant Scholar",57
G,"Gilanra, Caller of Wirewood",57
WB,"Akroma, Vision of Ixidor",57
GU,"Kamahl, Heart of Krosa",57
UB,"The Mouth of Sauron",57
BGU,"Kydele, Chosen of Kruphix",57
UR,"Esior, Wardwing Familiar",57
WB,"Ellyn Harbreeze, Busybody",57
GWU,"Ishai, Ojutai Dragonspeaker",57
GU,"Halsin, Emerald Archdruid",57
BG,"Durnan of the Yawning Portal",56
RG,"Baeloth Barrityl, Entertainer",56
BR,"Amber Gristle O'Maul",56
GW,"Anara, Wolvid Familiar",56
U,"Zahid, Djinn of the Lamp",56
W,"Loran, Disciple of History",56
GU,"Wilson, Refined Grizzly",56
RG,"Karlach, Fury of Avernus",56
RG,"Gut, True Soul Zealot",56
U,"Esior, Wardwing Familiar",56
R,"Dargo, the Shipwrecker",56
WU,"Ardenn, Intrepid Archaeologist",55
WBG,"Halana, Kessig Ranger",55
BR,"The Beast, Deathless Prince",55
UR,"Gale, Waterdeep Prodigy",55
GU,"Ich-Tekik, Salvage Splicer",55
R,"Ganax, Astral Hunter",55
RG,"Kediss, Emberclaw Familiar",55
RG,"Anara, Wolvid Familiar",55
GW,"Alharu, Solemn Ritualist",54
BG,"Jaheira, Friend of the Forest",54
UB,"The Cyber-Controller",54
